,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
455,Donald Trump,All polls,10/7/2020,4/27/2017,4/29/2017,YouGov,B,1000.0,a,0.13188606,0.0,38.0,50.0,38.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67190,125505,7/17/2020,19:17:36  7 Oct 2020,17285.0
462,Donald Trump,All polls,10/7/2020,4/28/2017,4/30/2017,YouGov,B,1000.0,a,0.13039724,0.0,43.0,48.0,43.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67191,125506,7/17/2020,19:17:36  7 Oct 2020,17286.0
465,Donald Trump,All polls,10/7/2020,4/29/2017,5/1/2017,YouGov,B,1000.0,a,0.12901679,0.0,41.0,50.0,41.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67192,125507,7/17/2020,19:17:36  7 Oct 2020,17287.0
466,Donald Trump,All polls,10/7/2020,4/30/2017,5/2/2017,YouGov,B,1000.0,a,0.1276721,0.0,40.0,49.0,40.923164,50.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67193,125508,7/17/2020,19:17:36  7 Oct 2020,17288.0
468,Donald Trump,All polls,10/7/2020,4/29/2017,5/2/2017,YouGov,B,1500.0,a,0.19150815,0.0,43.0,47.0,43.923164,48.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/eh981oefng/econToplines.pdf,49688,78013,5/3/2017,19:17:36  7 Oct 2020,17288.0
473,Donald Trump,All polls,10/7/2020,5/1/2017,5/3/2017,YouGov,B,1000.0,a,0.12771399,0.0,40.0,50.0,40.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67194,125509,7/17/2020,19:17:36  7 Oct 2020,17289.0
476,Donald Trump,All polls,10/7/2020,5/2/2017,5/4/2017,YouGov,B,1000.0,a,0.12806344,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67195,125510,7/17/2020,19:17:36  7 Oct 2020,17290.0
483,Donald Trump,All polls,10/7/2020,5/3/2017,5/5/2017,YouGov,B,1000.0,a,0.12842684,0.0,40.0,50.0,40.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67196,125511,7/17/2020,19:17:36  7 Oct 2020,17291.0
484,Donald Trump,All polls,10/7/2020,5/4/2017,5/6/2017,YouGov,B,1000.0,a,0.12813974,0.0,40.0,48.0,40.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67197,125512,7/17/2020,19:17:36  7 Oct 2020,17292.0
492,Donald Trump,All polls,10/7/2020,5/5/2017,5/7/2017,YouGov,B,1000.0,a,0.12720277,0.0,42.0,47.0,42.923164,48.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67198,125513,7/17/2020,19:17:36  7 Oct 2020,17293.0
494,Donald Trump,All polls,10/7/2020,5/6/2017,5/8/2017,YouGov,B,1000.0,a,0.12634518,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67199,125514,7/17/2020,19:17:36  7 Oct 2020,17294.0
499,Donald Trump,All polls,10/7/2020,5/7/2017,5/9/2017,YouGov,B,1000.0,a,0.12556523,0.0,43.0,46.0,43.923164,47.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67200,125515,7/17/2020,19:17:36  7 Oct 2020,17295.0
501,Donald Trump,All polls,10/7/2020,5/6/2017,5/9/2017,YouGov,B,1500.0,a,0.18834785,0.0,41.0,51.0,41.923164,52.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7gtsiw6kbg/econToplines.pdf,49713,78054,5/10/2017,19:17:36  7 Oct 2020,17295.0
505,Donald Trump,All polls,10/7/2020,5/8/2017,5/10/2017,YouGov,B,1000.0,a,0.12604477,0.0,39.0,48.0,39.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67201,125516,7/17/2020,19:17:36  7 Oct 2020,17296.0
511,Donald Trump,All polls,10/7/2020,5/9/2017,5/11/2017,YouGov,B,1000.0,a,0.12655715,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67202,125517,7/17/2020,19:17:36  7 Oct 2020,17297.0
513,Donald Trump,All polls,10/7/2020,5/10/2017,5/12/2017,YouGov,B,1000.0,a,0.12708134,0.0,39.0,50.0,39.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67203,125518,7/17/2020,19:17:36  7 Oct 2020,17298.0
519,Donald Trump,All polls,10/7/2020,5/11/2017,5/13/2017,YouGov,B,1000.0,a,0.12698591,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67204,125519,7/17/2020,19:17:36  7 Oct 2020,17299.0
521,Donald Trump,All polls,10/7/2020,5/12/2017,5/14/2017,YouGov,B,1000.0,a,0.12627133,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67205,125520,7/17/2020,19:17:36  7 Oct 2020,17300.0
528,Donald Trump,All polls,10/7/2020,5/13/2017,5/15/2017,YouGov,B,1000.0,a,0.12556897,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67206,125521,7/17/2020,19:17:36  7 Oct 2020,17301.0
530,Donald Trump,All polls,10/7/2020,5/13/2017,5/16/2017,YouGov,B,1500.0,a,0.18731773,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/r7qogc932v/econTabReport.pdf,49739,78096,5/17/2017,19:17:36  7 Oct 2020,17302.0
536,Donald Trump,All polls,10/7/2020,5/14/2017,5/16/2017,YouGov,B,1000.0,a,0.12487849,0.0,37.0,50.0,37.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67207,125522,7/17/2020,19:17:36  7 Oct 2020,17302.0
538,Donald Trump,All polls,10/7/2020,5/15/2017,5/17/2017,YouGov,B,1000.0,a,0.12544482,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67208,125523,7/17/2020,19:17:36  7 Oct 2020,17303.0
542,Donald Trump,All polls,10/7/2020,5/16/2017,5/18/2017,YouGov,B,1000.0,a,0.12604296,0.0,36.0,51.0,36.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67209,125524,7/17/2020,19:17:36  7 Oct 2020,17304.0
549,Donald Trump,All polls,10/7/2020,5/17/2017,5/19/2017,YouGov,B,1000.0,a,0.12667318,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67210,125525,7/17/2020,19:17:36  7 Oct 2020,17305.0
554,Donald Trump,All polls,10/7/2020,5/18/2017,5/20/2017,YouGov,B,1000.0,a,0.12665261,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67211,125526,7/17/2020,19:17:36  7 Oct 2020,17306.0
559,Donald Trump,All polls,10/7/2020,5/19/2017,5/21/2017,YouGov,B,1000.0,a,0.12598141,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67212,125527,7/17/2020,19:17:36  7 Oct 2020,17307.0
563,Donald Trump,All polls,10/7/2020,5/20/2017,5/22/2017,YouGov,B,1000.0,a,0.12532191,0.0,36.0,52.0,36.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67213,125528,7/17/2020,19:17:36  7 Oct 2020,17308.0
570,Donald Trump,All polls,10/7/2020,5/21/2017,5/23/2017,YouGov,B,1000.0,a,0.1246738,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67214,125529,7/17/2020,19:17:36  7 Oct 2020,17309.0
571,Donald Trump,All polls,10/7/2020,5/20/2017,5/23/2017,YouGov,B,1500.0,a,0.18701071,0.0,39.0,51.0,39.923164,52.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7dq9dycdgv/econToplines.pdf,49764,78138,5/24/2017,19:17:36  7 Oct 2020,17309.0
575,Donald Trump,All polls,10/7/2020,5/22/2017,5/24/2017,YouGov,B,1000.0,a,0.12530154,0.0,38.0,50.0,38.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67215,125530,7/17/2020,19:17:36  7 Oct 2020,17310.0
582,Donald Trump,All polls,10/7/2020,5/23/2017,5/25/2017,YouGov,B,1000.0,a,0.12594054,0.0,39.0,50.0,39.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67216,125531,7/17/2020,19:17:36  7 Oct 2020,17311.0
584,Donald Trump,All polls,10/7/2020,5/24/2017,5/26/2017,YouGov,B,1000.0,a,0.1265911,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67217,125532,7/17/2020,19:17:36  7 Oct 2020,17312.0
588,Donald Trump,All polls,10/7/2020,5/25/2017,5/27/2017,YouGov,B,1000.0,a,0.1265911,0.0,37.0,55.0,37.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67218,125533,7/17/2020,19:17:36  7 Oct 2020,17313.0
590,Donald Trump,All polls,10/7/2020,5/26/2017,5/28/2017,YouGov,B,1000.0,a,0.12594054,0.0,41.0,47.0,41.923164,48.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67219,125534,7/17/2020,19:17:36  7 Oct 2020,17314.0
594,Donald Trump,All polls,10/7/2020,5/27/2017,5/29/2017,YouGov,B,1000.0,a,0.12530154,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67220,125535,7/17/2020,19:17:36  7 Oct 2020,17315.0
600,Donald Trump,All polls,10/7/2020,5/27/2017,5/30/2017,YouGov,B,1500.0,a,0.18701071,0.0,38.0,51.0,38.923164,52.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/asu1jxqnot/econToplines.pdf,49801,78244,5/31/2017,19:17:36  7 Oct 2020,17316.0
601,Donald Trump,All polls,10/7/2020,5/28/2017,5/30/2017,YouGov,B,1000.0,a,0.1246738,0.0,37.0,55.0,37.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67221,125536,7/17/2020,19:17:36  7 Oct 2020,17316.0
606,Donald Trump,All polls,10/7/2020,5/29/2017,5/31/2017,YouGov,B,1000.0,a,0.12530154,0.0,36.0,51.0,36.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67222,125537,7/17/2020,19:17:36  7 Oct 2020,17317.0
613,Donald Trump,All polls,10/7/2020,5/30/2017,6/1/2017,YouGov,B,1000.0,a,0.12594054,0.0,40.0,49.0,40.923164,50.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67223,125538,7/17/2020,19:17:36  7 Oct 2020,17318.0
616,Donald Trump,All polls,10/7/2020,5/31/2017,6/2/2017,YouGov,B,1000.0,a,0.1265911,0.0,39.0,50.0,39.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67224,125539,7/17/2020,19:17:36  7 Oct 2020,17319.0
617,Donald Trump,All polls,10/7/2020,6/1/2017,6/3/2017,YouGov,B,1000.0,a,0.1265911,0.0,35.0,53.0,35.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67225,125540,7/17/2020,19:17:36  7 Oct 2020,17320.0
622,Donald Trump,All polls,10/7/2020,6/2/2017,6/4/2017,YouGov,B,1000.0,a,0.12597118,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67226,125541,7/17/2020,19:17:36  7 Oct 2020,17321.0
629,Donald Trump,All polls,10/7/2020,6/3/2017,6/5/2017,YouGov,B,1000.0,a,0.1253321,0.0,37.0,51.0,37.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67227,125542,7/17/2020,19:17:36  7 Oct 2020,17322.0
633,Donald Trump,All polls,10/7/2020,6/4/2017,6/6/2017,YouGov,B,1500.0,a,0.18705644,0.0,38.0,54.0,38.923164,55.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4vf8rhr0jz/econToplines.pdf,49825,78288,6/7/2017,19:17:36  7 Oct 2020,17323.0
634,Donald Trump,All polls,10/7/2020,6/4/2017,6/6/2017,YouGov,B,1000.0,a,0.12470429,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67519,126311,7/17/2020,19:17:36  7 Oct 2020,17323.0
639,Donald Trump,All polls,10/7/2020,6/5/2017,6/7/2017,YouGov,B,1000.0,a,0.1253321,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67228,125544,7/17/2020,19:17:36  7 Oct 2020,17324.0
642,Donald Trump,All polls,10/7/2020,6/6/2017,6/8/2017,YouGov,B,1000.0,a,0.12597118,0.0,39.0,50.0,39.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67229,125545,7/17/2020,19:17:36  7 Oct 2020,17325.0
646,Donald Trump,All polls,10/7/2020,6/7/2017,6/9/2017,YouGov,B,1000.0,a,0.12662182,0.0,41.0,50.0,41.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67230,125546,7/17/2020,19:17:36  7 Oct 2020,17326.0
652,Donald Trump,All polls,10/7/2020,6/8/2017,6/10/2017,YouGov,B,1000.0,a,0.12662182,0.0,36.0,54.0,36.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67231,125547,7/17/2020,19:17:36  7 Oct 2020,17327.0
656,Donald Trump,All polls,10/7/2020,6/9/2017,6/11/2017,YouGov,B,1000.0,a,0.12597118,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67232,125548,7/17/2020,19:17:36  7 Oct 2020,17328.0
661,Donald Trump,All polls,10/7/2020,6/10/2017,6/12/2017,YouGov,B,1000.0,a,0.1253321,0.0,38.0,54.0,38.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67233,125549,7/17/2020,19:17:36  7 Oct 2020,17329.0
666,Donald Trump,All polls,10/7/2020,6/11/2017,6/13/2017,YouGov,B,1500.0,a,0.18705644,0.0,39.0,52.0,39.923164,53.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hgxekha279/econToplines.pdf,49850,78332,6/14/2017,19:17:36  7 Oct 2020,17330.0
668,Donald Trump,All polls,10/7/2020,6/11/2017,6/13/2017,YouGov,B,1000.0,a,0.12470429,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67520,126312,7/17/2020,19:17:36  7 Oct 2020,17330.0
674,Donald Trump,All polls,10/7/2020,6/12/2017,6/14/2017,YouGov,B,1000.0,a,0.12542778,0.0,36.0,54.0,36.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67234,125551,7/17/2020,19:17:36  7 Oct 2020,17331.0
677,Donald Trump,All polls,10/7/2020,6/13/2017,6/15/2017,YouGov,B,1000.0,a,0.12606685,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67235,125552,7/17/2020,19:17:36  7 Oct 2020,17332.0
681,Donald Trump,All polls,10/7/2020,6/14/2017,6/16/2017,YouGov,B,1000.0,a,0.12671749,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67236,125553,7/17/2020,19:17:36  7 Oct 2020,17333.0
685,Donald Trump,All polls,10/7/2020,6/15/2017,6/17/2017,YouGov,B,1000.0,a,0.12671749,0.0,39.0,49.0,39.923164,50.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67237,125554,7/17/2020,19:17:36  7 Oct 2020,17334.0
688,Donald Trump,All polls,10/7/2020,6/16/2017,6/18/2017,YouGov,B,1000.0,a,0.12606685,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67238,125555,7/17/2020,19:17:36  7 Oct 2020,17335.0
698,Donald Trump,All polls,10/7/2020,6/17/2017,6/19/2017,YouGov,B,1000.0,a,0.12542778,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67239,125556,7/17/2020,19:17:36  7 Oct 2020,17336.0
703,Donald Trump,All polls,10/7/2020,6/18/2017,6/20/2017,YouGov,B,1000.0,a,0.12479996,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67521,126313,7/17/2020,19:17:36  7 Oct 2020,17337.0
704,Donald Trump,All polls,10/7/2020,6/18/2017,6/20/2017,YouGov,B,1500.0,a,0.18719995,0.0,40.0,49.0,40.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b6o1y15enn/econTabReport.pdf,49878,78379,6/21/2017,19:17:36  7 Oct 2020,17337.0
709,Donald Trump,All polls,10/7/2020,6/19/2017,6/21/2017,YouGov,B,1000.0,a,0.12542778,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67240,125558,7/17/2020,19:17:36  7 Oct 2020,17338.0
713,Donald Trump,All polls,10/7/2020,6/20/2017,6/22/2017,YouGov,B,1000.0,a,0.12606685,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67241,125559,7/17/2020,19:17:36  7 Oct 2020,17339.0
718,Donald Trump,All polls,10/7/2020,6/21/2017,6/23/2017,YouGov,B,1000.0,a,0.12671749,0.0,36.0,54.0,36.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67242,125560,7/17/2020,19:17:36  7 Oct 2020,17340.0
726,Donald Trump,All polls,10/7/2020,6/22/2017,6/24/2017,YouGov,B,1000.0,a,0.12734925,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67243,125561,7/17/2020,19:17:36  7 Oct 2020,17341.0
728,Donald Trump,All polls,10/7/2020,6/23/2017,6/25/2017,YouGov,B,1000.0,a,0.12668678,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67244,125562,7/17/2020,19:17:36  7 Oct 2020,17342.0
732,Donald Trump,All polls,10/7/2020,6/24/2017,6/26/2017,YouGov,B,1000.0,a,0.12603621,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67245,125563,7/17/2020,19:17:36  7 Oct 2020,17343.0
736,Donald Trump,All polls,10/7/2020,6/25/2017,6/27/2017,YouGov,B,1000.0,a,0.12539722,0.0,36.0,52.0,36.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67522,126314,7/17/2020,19:17:36  7 Oct 2020,17344.0
740,Donald Trump,All polls,10/7/2020,6/25/2017,6/27/2017,YouGov,B,1500.0,a,0.18809583,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p97ezf7wcq/econTabReport.pdf,49906,78423,6/28/2017,19:17:36  7 Oct 2020,17344.0
748,Donald Trump,All polls,10/7/2020,6/26/2017,6/28/2017,YouGov,B,1000.0,a,0.12603621,0.0,35.0,54.0,35.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67246,125565,7/17/2020,19:17:36  7 Oct 2020,17345.0
752,Donald Trump,All polls,10/7/2020,6/27/2017,6/29/2017,YouGov,B,1000.0,a,0.12668678,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67247,125566,7/17/2020,19:17:36  7 Oct 2020,17346.0
755,Donald Trump,All polls,10/7/2020,6/28/2017,6/30/2017,YouGov,B,1000.0,a,0.12734925,0.0,38.0,54.0,38.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67248,125567,7/17/2020,19:17:36  7 Oct 2020,17347.0
759,Donald Trump,All polls,10/7/2020,6/29/2017,7/1/2017,YouGov,B,1000.0,a,0.12734925,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67249,125568,7/17/2020,19:17:36  7 Oct 2020,17348.0
764,Donald Trump,All polls,10/7/2020,6/30/2017,7/2/2017,YouGov,B,1000.0,a,0.12671749,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67250,125569,7/17/2020,19:17:36  7 Oct 2020,17349.0
767,Donald Trump,All polls,10/7/2020,7/1/2017,7/3/2017,YouGov,B,1000.0,a,0.12606685,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67251,125570,7/17/2020,19:17:36  7 Oct 2020,17350.0
769,Donald Trump,All polls,10/7/2020,7/2/2017,7/4/2017,YouGov,B,1000.0,a,0.12542778,0.0,35.0,56.0,35.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67252,125571,7/17/2020,19:17:36  7 Oct 2020,17351.0
773,Donald Trump,All polls,10/7/2020,7/3/2017,7/4/2017,YouGov,B,1500.0,a,0.18691369,0.0,38.0,52.0,38.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o8w3rbul29/econTabReport.pdf,49931,78461,7/5/2017,19:17:36  7 Oct 2020,17351.0
774,Donald Trump,All polls,10/7/2020,7/3/2017,7/5/2017,YouGov,B,1000.0,a,0.12460913,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67253,125572,7/17/2020,19:17:36  7 Oct 2020,17352.0
779,Donald Trump,All polls,10/7/2020,7/4/2017,7/6/2017,YouGov,B,1000.0,a,0.12523694,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67254,125573,7/17/2020,19:17:36  7 Oct 2020,17353.0
780,Donald Trump,All polls,10/7/2020,7/5/2017,7/7/2017,YouGov,B,1000.0,a,0.12587601,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67255,125574,7/17/2020,19:17:36  7 Oct 2020,17354.0
787,Donald Trump,All polls,10/7/2020,7/6/2017,7/8/2017,YouGov,B,1000.0,a,0.12587601,0.0,41.0,48.0,41.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67256,125575,7/17/2020,19:17:36  7 Oct 2020,17355.0
792,Donald Trump,All polls,10/7/2020,7/7/2017,7/9/2017,YouGov,B,1000.0,a,0.12523694,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67257,125576,7/17/2020,19:17:36  7 Oct 2020,17356.0
